# age, mass, xsound, sleep, brand
4.61,2.63,0.33,10.44,0.00
3.37,2.05,0.55,8.82,0.00
4.06,2.58,0.78,9.78,0.00
6.04,3.50,0.42,12.36,1.00
5.13,3.07,0.58,11.18,0.00
4.55,2.66,0.45,10.37,0.00
4.90,3.08,0.81,10.91,0.00
5.19,3.02,0.43,11.23,0.00
2.61,1.65,0.59,7.83,0.00
5.27,3.28,0.79,11.40,1.00
4.69,3.10,1.04,10.67,0.00
4.56,2.90,0.84,10.45,0.00
4.58,2.90,0.81,10.48,0.00
3.85,2.49,0.82,9.52,0.00
3.85,2.42,0.71,9.50,0.00
4.86,2.98,0.69,10.83,0.00
4.16,2.53,0.60,9.89,0.00
3.57,2.23,0.65,9.11,0.00
6.43,3.70,0.39,12.87,1.00
4.92,2.89,0.48,10.88,0.00
3.78,2.24,0.48,9.36,0.00
6.00,3.47,0.42,12.30,1.00
4.13,2.60,0.74,9.87,0.00
4.50,2.86,0.83,10.38,0.00
3.76,2.24,0.50,9.33,0.00
4.85,2.82,0.42,10.77,0.00
3.55,2.36,0.89,9.12,0.00
4.78,2.74,0.35,10.66,0.00
5.97,3.46,0.42,12.26,1.00
4.80,2.96,0.71,10.75,0.00
6.11,3.53,0.41,12.45,1.00
6.90,4.05,0.53,13.51,1.00
3.66,2.28,0.65,9.23,0.00
4.45,2.62,0.47,10.26,0.00
3.82,2.26,0.46,9.41,0.00
4.64,2.86,0.69,10.54,0.00
3.52,2.31,0.84,9.08,0.00
4.63,2.79,0.59,10.50,0.00
4.11,2.36,0.36,9.78,0.00
5.20,3.25,0.81,11.30,1.00
3.87,2.31,0.51,9.48,0.00
5.54,3.23,0.45,11.69,1.00
6.29,3.88,0.82,12.76,0.00
3.81,2.21,0.39,9.39,0.00
5.31,3.31,0.81,11.46,1.00
4.22,2.45,0.40,9.93,0.00
4.93,2.69,0.12,10.83,0.00
4.15,2.64,0.80,9.90,0.00
4.05,2.47,0.61,9.74,0.00
3.39,2.08,0.57,8.86,0.00
5.49,3.20,0.45,11.63,1.00
4.74,2.95,0.75,10.68,0.00
4.00,2.59,0.84,9.72,0.00
5.16,3.18,0.74,11.24,0.00
4.55,2.75,0.59,10.41,0.00
4.78,2.65,0.21,10.64,0.00
5.95,3.83,1.07,12.35,0.00
3.33,2.03,0.54,8.78,0.00
4.01,2.47,0.63,9.70,0.00
4.50,2.52,0.25,10.28,0.00
4.20,2.78,0.98,10.00,1.00
5.08,2.99,0.48,11.09,1.00
5.46,3.37,0.76,11.65,1.00
3.86,2.42,0.70,9.50,0.00
6.55,3.89,0.60,13.07,1.00
4.98,3.15,0.85,11.02,0.00
2.60,1.62,0.56,7.80,0.00
5.86,3.38,0.39,12.11,0.00
4.43,2.77,0.74,10.27,0.00
3.69,2.27,0.61,9.26,0.00
4.94,3.15,0.90,10.97,0.00
4.69,2.71,0.40,10.56,0.00
4.54,2.77,0.64,10.40,0.00
5.07,2.99,0.49,11.08,1.00
5.41,3.38,0.83,11.58,0.00
3.99,2.33,0.43,9.63,0.00
6.03,3.49,0.42,12.34,1.00
5.46,3.17,0.42,11.59,0.00
5.64,3.29,0.45,11.83,1.00
4.00,2.42,0.57,9.66,0.00
4.38,2.71,0.68,10.19,0.00
4.49,2.88,0.88,10.38,0.00
4.23,2.56,0.58,9.97,0.00
5.56,3.45,0.80,11.78,1.00
3.11,1.89,0.52,8.48,0.00
3.62,2.09,0.38,9.12,0.00
4.26,2.66,0.72,10.04,0.00
4.46,2.78,0.73,10.31,0.00
4.47,2.64,0.49,10.27,0.00
4.15,2.49,0.54,9.86,0.00
4.20,2.62,0.70,9.95,0.00
4.35,2.85,0.94,10.20,1.00
4.54,2.67,0.47,10.37,0.00
5.37,2.99,0.22,11.43,0.00
5.03,3.18,0.85,11.08,1.00
4.41,2.74,0.72,10.24,0.00
5.98,3.63,0.70,12.32,1.00
5.02,3.16,0.83,11.07,0.00
4.58,2.82,0.67,10.46,0.00
6.05,3.65,0.68,12.41,1.00
2.91,1.92,0.77,8.26,0.00
5.65,3.29,0.45,11.84,1.00
4.98,2.99,0.59,10.97,0.00
3.59,2.30,0.76,9.16,0.00
3.91,2.35,0.53,9.55,0.00
5.31,3.11,0.47,11.39,0.00
3.83,2.23,0.41,9.41,0.00
4.96,3.08,0.76,10.98,0.00
2.72,1.69,0.57,7.97,0.00
3.20,1.95,0.54,8.60,0.00
4.63,2.58,0.23,10.44,0.00
5.24,2.99,0.34,11.27,0.00
4.81,3.06,0.86,10.80,1.00
3.72,2.25,0.54,9.29,0.00
4.51,2.54,0.28,10.30,0.00
2.40,1.44,0.45,7.52,0.00
4.58,2.87,0.77,10.47,0.00
4.25,2.48,0.42,9.97,0.00
4.42,2.61,0.47,10.21,0.00
4.69,2.87,0.66,10.60,0.00
4.89,3.10,0.85,10.90,1.00
5.25,3.08,0.47,11.31,1.00
5.21,3.13,0.59,11.29,0.00
6.41,3.83,0.62,12.88,1.00
6.29,3.62,0.40,12.68,1.00
4.93,3.13,0.86,10.96,1.00
4.24,2.65,0.72,10.02,0.00
5.13,3.02,0.49,11.16,1.00
5.80,3.37,0.44,12.04,1.00
4.39,2.60,0.48,10.18,0.00
6.38,3.68,0.40,12.80,1.00
5.11,2.96,0.41,11.11,0.00
3.79,2.27,0.50,9.38,0.00
5.43,3.35,0.77,11.60,1.00
4.09,2.51,0.62,9.80,0.00
6.32,3.64,0.40,12.72,1.00
5.63,3.44,0.72,11.86,1.00
5.39,3.16,0.47,11.50,1.00
5.91,3.42,0.43,12.18,1.00
4.08,2.72,0.99,9.85,1.00
4.26,2.72,0.82,10.05,0.00
6.51,3.75,0.39,12.98,1.00
5.10,3.13,0.70,11.15,0.00
5.64,3.46,0.75,11.88,1.00
4.68,2.71,0.40,10.54,0.00
3.17,2.08,0.79,8.60,0.00
4.26,2.54,0.52,10.00,0.00
3.20,1.88,0.43,8.58,0.00
4.08,2.46,0.55,9.78,0.00
5.01,2.89,0.39,10.98,0.00
6.37,3.67,0.40,12.78,1.00
5.85,3.57,0.72,12.16,1.00
6.01,3.63,0.68,12.36,1.00
5.24,3.09,0.49,11.31,0.00
4.24,2.62,0.67,10.01,0.00
3.41,2.04,0.48,8.87,0.00
4.36,2.61,0.54,10.15,0.00
3.74,2.29,0.59,9.33,0.00
4.24,2.66,0.73,10.02,0.00
6.17,3.45,0.22,12.49,0.00
3.27,1.90,0.39,8.66,0.00
6.72,3.85,0.37,13.24,1.00
4.26,2.43,0.34,9.97,0.00
4.93,3.12,0.85,10.95,1.00
4.24,2.60,0.64,10.00,0.00
5.84,3.55,0.70,12.14,1.00
4.94,2.72,0.17,10.84,0.00
4.24,2.75,0.88,10.04,0.00
4.72,2.99,0.83,10.67,0.00
3.36,2.00,0.47,8.80,0.00
4.05,2.41,0.50,9.72,0.00
5.52,3.11,0.26,11.64,0.00
4.95,3.14,0.87,10.99,1.00
6.12,3.69,0.67,12.50,1.00
4.60,2.80,0.63,10.48,0.00
5.28,3.28,0.78,11.41,1.00
4.02,2.51,0.70,9.71,0.00
4.29,2.58,0.55,10.05,0.00
4.59,2.88,0.78,10.49,0.00
4.04,2.43,0.54,9.71,0.00
5.07,3.19,0.84,11.14,1.00
6.47,3.84,0.59,12.96,1.00
4.74,2.67,0.27,10.60,0.00
4.50,2.83,0.78,10.37,0.00
5.45,3.18,0.46,11.57,1.00
3.41,2.26,0.85,8.94,0.00
3.98,2.33,0.43,9.62,0.00
3.96,2.37,0.52,9.60,0.00
5.36,3.25,0.65,11.49,0.00
5.91,3.58,0.69,12.23,1.00
5.27,3.30,0.82,11.41,0.00
5.69,3.45,0.69,11.93,0.00
5.94,3.62,0.73,12.27,1.00
3.38,2.06,0.55,8.84,0.00
4.64,2.88,0.72,10.54,0.00
3.84,2.33,0.55,9.46,0.00
5.22,3.05,0.46,11.27,0.00
3.05,1.83,0.49,8.39,0.00
4.74,3.06,0.93,10.72,0.00
4.57,2.71,0.51,10.42,0.00
5.45,3.37,0.78,11.64,1.00
6.32,3.64,0.39,12.73,1.00
4.09,2.58,0.75,9.82,0.00
4.72,2.93,0.73,10.66,0.00
4.58,2.64,0.38,10.41,0.00
3.70,2.24,0.55,9.27,0.00
5.89,3.59,0.72,12.21,1.00
3.81,2.35,0.62,9.42,0.00
5.60,3.26,0.45,11.78,1.00
5.10,3.25,0.91,11.19,0.00
6.33,3.78,0.62,12.77,1.00
4.19,2.48,0.47,9.91,0.00
4.05,2.50,0.65,9.74,0.00
5.91,3.43,0.43,12.19,1.00
6.54,3.91,0.64,13.05,1.00
4.12,2.51,0.59,9.83,0.00
5.11,3.00,0.48,11.13,1.00
4.21,2.61,0.68,9.97,0.00
5.20,3.00,0.40,11.23,0.00
4.48,2.84,0.82,10.35,0.00
4.25,2.63,0.67,10.02,0.00
6.08,3.51,0.41,12.41,1.00
5.89,3.41,0.43,12.16,1.00
4.91,3.13,0.88,10.93,1.00
5.17,3.26,0.87,11.27,1.00
3.78,2.37,0.69,9.40,0.00
5.93,3.35,0.28,12.18,0.00
6.26,3.73,0.61,12.67,1.00
6.31,3.64,0.40,12.71,1.00
4.46,2.76,0.71,10.30,0.00
3.77,2.27,0.52,9.36,0.00
3.18,1.98,0.60,8.59,0.00
3.81,2.30,0.55,9.41,0.00
5.19,3.19,0.72,11.27,0.00
6.92,4.05,0.51,13.54,1.00
4.14,2.50,0.56,9.86,0.00
4.32,2.61,0.57,10.09,0.00
4.34,2.43,0.25,10.07,0.00
4.57,2.80,0.67,10.44,0.00
3.71,2.37,0.76,9.32,0.00
3.91,2.45,0.71,9.57,0.00
4.35,2.60,0.53,10.13,0.00
6.13,3.68,0.65,12.51,1.00
4.93,3.00,0.64,10.92,0.00
4.36,2.46,0.29,10.10,0.00
4.45,2.65,0.52,10.26,0.00
5.52,3.22,0.45,11.67,1.00
6.35,3.80,0.64,12.81,1.00
4.71,2.81,0.54,10.60,0.00
3.76,2.22,0.46,9.34,0.00
5.02,2.99,0.54,11.02,0.00
4.32,2.65,0.65,10.11,0.00
5.44,3.13,0.38,11.55,0.00
3.94,2.46,0.68,9.61,0.00
6.51,3.90,0.64,13.02,1.00
4.03,2.36,0.44,9.69,0.00
4.81,2.75,0.35,10.71,0.00
5.69,3.49,0.75,11.95,1.00
5.05,2.87,0.32,11.01,0.00
5.68,3.49,0.76,11.94,1.00
5.57,3.49,0.86,11.80,0.00
4.91,3.12,0.87,10.93,0.00
4.58,2.79,0.63,10.45,0.00
4.00,2.49,0.69,9.69,0.00
5.41,3.17,0.47,11.53,1.00
5.65,3.46,0.73,11.88,1.00
3.49,2.20,0.67,9.01,0.00
6.04,3.65,0.68,12.40,1.00
4.45,2.77,0.72,10.29,0.00
3.67,2.21,0.53,9.22,0.00
2.78,1.67,0.47,8.03,0.00
3.84,2.30,0.51,9.44,0.00
4.82,3.00,0.76,10.79,0.00
3.47,1.96,0.30,8.92,0.00
4.76,3.01,0.82,10.72,0.00
5.31,3.12,0.48,11.40,1.00
6.27,3.76,0.64,12.70,1.00
4.72,2.78,0.47,10.61,0.00
4.15,2.58,0.69,9.89,0.00
5.67,3.48,0.74,11.92,1.00
5.16,3.03,0.48,11.19,1.00
4.44,2.56,0.37,10.21,0.00
4.09,2.52,0.65,9.80,0.00
5.52,3.13,0.30,11.64,0.00
5.74,3.50,0.72,12.01,1.00
4.53,2.81,0.72,10.40,0.00
3.71,2.38,0.78,9.32,0.00
6.57,3.77,0.38,13.05,1.00
5.11,3.20,0.80,11.19,1.00
5.10,2.91,0.33,11.09,0.00
3.36,2.14,0.71,8.84,0.00
4.09,2.56,0.71,9.81,0.00
5.67,3.50,0.77,11.93,1.00
4.58,2.49,0.12,10.36,0.00
5.91,3.60,0.72,12.24,1.00
5.24,3.37,0.96,11.39,0.00
3.11,2.09,0.86,8.54,0.00
4.29,2.77,0.88,10.11,0.00
3.11,1.92,0.57,8.49,0.00
4.56,2.94,0.90,10.47,0.00
4.53,2.66,0.46,10.36,0.00
5.04,2.97,0.49,11.04,1.00
2.83,1.76,0.58,8.11,0.00
6.24,3.60,0.40,12.61,1.00
3.44,2.03,0.44,8.91,0.00
4.96,2.88,0.42,10.92,0.00
6.30,3.63,0.40,12.69,1.00
5.96,3.59,0.66,12.30,1.00
3.93,2.54,0.83,9.62,0.00
6.00,3.48,0.43,12.31,1.00
4.19,2.56,0.62,9.93,0.00
5.12,2.76,0.07,11.07,0.00
3.84,2.19,0.33,9.42,0.00
3.74,2.34,0.68,9.34,0.00
4.14,2.39,0.38,9.82,0.00
4.25,2.68,0.76,10.04,0.00
4.83,2.98,0.72,10.80,0.00
3.77,2.10,0.25,9.31,0.00
5.44,3.21,0.51,11.57,0.00
6.22,3.59,0.41,12.59,1.00
4.47,2.85,0.84,10.34,0.00
5.84,3.38,0.43,12.08,1.00
4.12,2.60,0.75,9.86,0.00
5.51,3.40,0.77,11.71,1.00
4.91,2.84,0.40,10.85,0.00
5.82,3.38,0.43,12.06,1.00
4.36,2.52,0.39,10.12,0.00
6.41,3.69,0.39,12.84,1.00
4.12,2.66,0.85,9.87,0.00
4.11,2.67,0.88,9.86,0.00
4.59,2.69,0.46,10.44,0.00
3.71,2.25,0.56,9.28,0.00
5.49,3.21,0.46,11.63,1.00
4.72,2.70,0.34,10.59,0.00
6.26,3.61,0.40,12.64,1.00
4.64,2.71,0.45,10.50,0.00
4.06,2.54,0.71,9.77,0.00
3.12,1.89,0.52,8.49,0.00
5.55,3.23,0.45,11.70,1.00
5.42,3.34,0.75,11.58,1.00
4.37,2.65,0.60,10.16,0.00
5.84,3.39,0.43,12.10,1.00
4.26,2.65,0.70,10.04,0.00
4.58,2.74,0.56,10.43,0.00
4.76,2.77,0.43,10.65,0.00
4.78,2.83,0.51,10.69,1.00
5.52,3.39,0.74,11.72,1.00
4.13,2.56,0.68,9.85,0.00
3.12,1.96,0.63,8.51,0.00
3.37,2.18,0.76,8.87,0.00
4.27,2.62,0.64,10.03,0.00
3.95,2.44,0.65,9.62,0.00
4.98,3.06,0.70,10.99,0.00
5.48,3.14,0.35,11.60,0.00
4.11,2.39,0.41,9.78,0.00
4.09,2.64,0.85,9.83,0.00
5.35,3.13,0.47,11.44,1.00
5.71,3.52,0.77,11.98,1.00
4.75,2.81,0.51,10.65,1.00
5.72,3.57,0.86,12.00,0.00
3.80,2.14,0.28,9.35,0.00
3.70,2.06,0.24,9.22,0.00
5.66,3.27,0.40,11.85,0.00
5.79,3.25,0.25,11.99,0.00
4.31,2.38,0.21,10.01,0.00
3.32,2.06,0.60,8.78,0.00
3.77,2.49,0.90,9.42,0.00
4.39,2.69,0.65,10.20,0.00
4.68,2.72,0.43,10.54,0.00
6.51,3.88,0.61,13.02,1.00
5.51,3.37,0.72,11.70,0.00
3.88,2.37,0.59,9.51,0.00
5.07,2.99,0.49,11.08,1.00
5.71,3.32,0.44,11.91,1.00
5.18,3.11,0.59,11.25,0.00
5.49,3.40,0.78,11.69,1.00
4.40,2.65,0.57,10.20,0.00
4.66,2.97,0.86,10.60,0.00
3.66,2.12,0.38,9.19,0.00
4.01,2.58,0.82,9.73,0.00
5.97,3.46,0.43,12.27,1.00
5.72,3.23,0.27,11.91,0.00
4.21,2.58,0.62,9.96,0.00
4.96,3.13,0.85,10.99,1.00
6.04,3.62,0.63,12.39,1.00
4.04,2.52,0.69,9.74,0.00
5.58,3.43,0.75,11.80,1.00
6.77,4.00,0.58,13.35,1.00
3.74,2.45,0.86,9.37,0.00
3.91,2.31,0.46,9.53,0.00
5.71,3.32,0.44,11.92,1.00
4.22,2.50,0.49,9.94,0.00
6.05,3.66,0.68,12.41,1.00
6.60,3.79,0.38,13.09,1.00
4.23,2.68,0.78,10.01,0.00
5.17,3.24,0.82,11.27,1.00
3.96,2.50,0.73,9.65,0.00
3.92,2.61,0.95,9.63,0.00
3.29,2.06,0.65,8.73,0.00
4.39,2.64,0.55,10.19,0.00
2.81,1.81,0.68,8.11,0.00
6.09,3.52,0.41,12.42,1.00
4.49,2.58,0.37,10.28,0.00
4.08,2.23,0.16,9.71,0.00
3.36,1.93,0.36,8.77,0.00
5.04,3.19,0.86,11.11,1.00
4.78,2.77,0.41,10.68,0.00
4.31,2.52,0.45,10.05,0.00
4.35,2.57,0.48,10.11,0.00
4.66,2.81,0.59,10.54,0.00
6.59,3.79,0.38,13.08,1.00
4.95,3.08,0.76,10.97,0.00
5.12,3.21,0.81,11.20,1.00
2.90,1.97,0.86,8.25,0.00
6.03,3.49,0.43,12.34,1.00
4.60,2.70,0.47,10.44,0.00
5.07,3.08,0.65,11.11,0.00
4.81,2.83,0.48,10.73,0.00
3.73,2.15,0.37,9.27,0.00
4.56,2.59,0.32,10.36,0.00
4.03,2.59,0.81,9.75,0.00
4.93,3.15,0.90,10.96,0.00
5.09,3.20,0.83,11.17,1.00
4.15,2.52,0.59,9.87,0.00
6.87,4.04,0.55,13.48,1.00
5.53,3.23,0.46,11.68,1.00
5.12,2.92,0.33,11.12,0.00
6.08,3.51,0.41,12.41,1.00
3.91,2.54,0.85,9.60,0.00
4.81,2.71,0.28,10.69,0.00
6.28,3.63,0.41,12.67,1.00
3.86,2.35,0.58,9.49,0.00
4.39,2.53,0.37,10.15,0.00
4.92,3.16,0.93,10.95,0.00
5.45,3.29,0.64,11.61,0.00
5.85,3.56,0.70,12.15,0.00
3.86,2.41,0.67,9.50,0.00
4.93,2.91,0.50,10.89,0.00
6.14,3.54,0.41,12.48,1.00
4.12,2.33,0.30,9.78,0.00
4.21,2.50,0.50,9.94,0.00
4.21,2.68,0.81,9.99,0.00
5.59,3.38,0.65,11.80,0.00
4.25,2.66,0.72,10.03,0.00
3.86,2.52,0.86,9.53,0.00
6.05,3.65,0.68,12.41,1.00
5.33,3.32,0.81,11.48,1.00
5.71,3.32,0.45,11.92,1.00
5.02,3.27,1.02,11.10,0.00
6.87,3.93,0.36,13.44,1.00
3.17,1.96,0.59,8.56,0.00
3.95,2.42,0.61,9.60,0.00
4.31,2.62,0.60,10.09,0.00
5.96,3.45,0.43,12.25,1.00
3.78,2.37,0.69,9.40,0.00
3.99,2.36,0.47,9.64,0.00
3.30,2.06,0.62,8.75,0.00
2.99,1.95,0.74,8.35,0.00
4.59,2.96,0.90,10.51,1.00
5.04,2.87,0.33,11.00,0.00
3.70,2.24,0.55,9.27,0.00
5.95,3.44,0.42,12.23,1.00
4.00,2.29,0.35,9.63,0.00
3.59,2.25,0.68,9.14,0.00
5.87,3.56,0.70,12.17,1.00
5.38,3.15,0.46,11.49,1.00
3.86,2.26,0.43,9.46,0.00
5.71,3.33,0.45,11.92,1.00
4.62,2.81,0.62,10.51,0.00
3.53,2.19,0.64,9.05,0.00
3.00,1.93,0.69,8.36,0.00
4.44,2.68,0.58,10.26,0.00
5.78,3.36,0.43,12.01,1.00
3.80,2.30,0.56,9.40,0.00
4.95,3.06,0.73,10.96,0.00
4.66,2.79,0.55,10.54,0.00
3.56,2.26,0.71,9.11,0.00
5.66,3.47,0.73,11.91,1.00
4.78,2.75,0.37,10.67,0.00
3.56,2.14,0.51,9.07,0.00
3.03,1.93,0.67,8.39,0.00
6.08,3.66,0.67,12.45,1.00
4.46,2.79,0.76,10.31,0.00
5.45,3.13,0.36,11.56,0.00
4.83,3.02,0.79,10.81,0.00
4.53,2.59,0.34,10.34,0.00
5.85,3.40,0.43,12.11,1.00
4.68,2.88,0.69,10.59,0.00
5.32,3.28,0.74,11.46,0.00
5.89,3.56,0.67,12.20,1.00
3.55,2.26,0.72,9.09,0.00
3.22,2.02,0.63,8.64,0.00
3.47,2.18,0.67,8.99,0.00
3.42,2.04,0.48,8.88,0.00
5.80,3.54,0.72,12.09,1.00
4.24,2.44,0.37,9.95,0.00
3.38,1.98,0.41,8.82,0.00
5.78,3.52,0.72,12.06,1.00
5.75,3.12,0.07,11.91,0.00
6.57,3.77,0.39,13.05,1.00
5.64,3.44,0.70,11.87,1.00
6.68,3.93,0.55,13.22,1.00
5.20,3.30,0.89,11.33,0.00
6.35,3.80,0.64,12.81,1.00
4.50,2.82,0.76,10.37,0.00
5.48,3.09,0.28,11.59,0.00
3.66,2.40,0.85,9.27,0.00
6.25,3.61,0.40,12.63,1.00
4.75,2.69,0.29,10.62,0.00
6.11,3.53,0.42,12.44,1.00
4.15,2.61,0.73,9.90,0.00
6.56,3.68,0.24,13.01,0.00
3.63,2.14,0.44,9.16,0.00
4.90,2.83,0.40,10.83,0.00
5.32,3.11,0.47,11.40,1.00
6.06,3.66,0.68,12.42,1.00
4.85,2.94,0.62,10.81,0.00
4.28,2.78,0.90,10.10,0.00
5.17,3.04,0.49,11.21,1.00
3.94,2.49,0.74,9.62,0.00
5.11,3.21,0.83,11.19,1.00
3.77,2.42,0.78,9.40,0.00
6.56,3.89,0.59,13.07,1.00
5.92,3.60,0.72,12.24,1.00
3.94,2.46,0.69,9.61,0.00
3.75,2.27,0.55,9.33,0.00
3.86,2.39,0.65,9.49,0.00
5.76,3.35,0.44,11.98,1.00
5.14,3.03,0.50,11.17,0.00
5.12,3.22,0.83,11.21,1.00
5.72,3.59,0.88,12.01,0.00
4.33,2.57,0.50,10.09,0.00
5.77,3.53,0.74,12.05,1.00
4.09,2.51,0.63,9.79,0.00
5.25,3.01,0.36,11.29,0.00
4.50,2.76,0.66,10.35,0.00
6.55,3.89,0.60,13.06,1.00
4.88,3.07,0.83,10.88,0.00
4.95,3.11,0.82,10.98,1.00
4.51,2.67,0.50,10.34,0.00
3.29,1.98,0.50,8.71,0.00
3.49,2.29,0.83,9.03,0.00
5.14,2.94,0.35,11.15,0.00
4.47,2.68,0.55,10.30,0.00
5.80,3.59,0.82,12.10,0.00
4.73,2.57,0.12,10.56,0.00
3.60,2.32,0.79,9.17,0.00
3.96,2.43,0.61,9.63,0.00
4.64,2.76,0.52,10.51,1.00
2.54,1.67,0.70,7.75,0.00
4.81,2.78,0.39,10.72,0.00
5.28,3.29,0.80,11.41,1.00
5.56,3.44,0.79,11.78,1.00
4.02,2.45,0.60,9.69,0.00
5.35,3.33,0.80,11.50,1.00
3.75,2.35,0.69,9.35,0.00
3.91,2.35,0.53,9.54,0.00
5.79,3.37,0.44,12.03,1.00
6.28,3.62,0.40,12.67,1.00
4.09,2.47,0.57,9.78,0.00
6.26,3.75,0.64,12.69,1.00
4.56,2.82,0.70,10.44,0.00
4.86,2.78,0.34,10.77,0.00
3.05,2.04,0.83,8.46,0.00
5.69,3.48,0.73,11.94,1.00
4.59,2.81,0.66,10.46,0.00
5.02,2.80,0.23,10.96,0.00
4.10,2.50,0.61,9.81,0.00
5.18,3.02,0.45,11.21,0.00
5.05,2.97,0.49,11.05,1.00
3.87,2.45,0.75,9.53,0.00
4.28,2.43,0.31,10.00,0.00
4.00,2.41,0.54,9.66,0.00
5.61,3.44,0.74,11.83,1.00
4.53,2.86,0.79,10.42,0.00
5.92,3.34,0.28,12.17,0.00
3.76,2.24,0.48,9.34,0.00
2.99,2.05,0.90,8.39,0.00
5.88,3.58,0.72,12.19,1.00
5.95,3.45,0.43,12.24,1.00
3.97,2.38,0.52,9.62,0.00
5.12,3.01,0.49,11.14,1.00
4.23,2.43,0.37,9.94,0.00
4.13,2.36,0.34,9.80,0.00
3.46,2.15,0.62,8.96,0.00
4.90,3.15,0.93,10.93,0.00
4.03,2.41,0.52,9.70,0.00
3.67,2.38,0.81,9.27,0.00
5.61,3.45,0.75,11.84,1.00
4.70,2.93,0.75,10.63,0.00
6.58,3.78,0.38,13.07,1.00
3.42,2.10,0.58,8.90,0.00
5.40,3.24,0.60,11.53,0.00
2.98,1.83,0.55,8.30,0.00
4.43,2.53,0.33,10.20,0.00
3.22,2.03,0.65,8.64,0.00
5.74,3.34,0.44,11.95,1.00
4.20,2.64,0.74,9.97,0.00
4.83,2.71,0.26,10.71,0.00
5.64,3.29,0.45,11.83,1.00
3.32,2.04,0.58,8.76,0.00
5.25,3.08,0.48,11.32,1.00
4.85,3.08,0.87,10.85,1.00
5.58,3.22,0.39,11.74,0.00
4.16,2.45,0.47,9.87,0.00
5.24,3.26,0.79,11.36,1.00
4.54,2.79,0.68,10.40,0.00
3.76,2.32,0.62,9.36,0.00
6.79,3.89,0.37,13.35,1.00
5.62,3.20,0.32,11.78,0.00
5.04,3.14,0.78,11.09,0.00
3.58,2.29,0.74,9.15,0.00
4.38,2.47,0.28,10.12,0.00
6.75,3.98,0.55,13.32,1.00
5.41,3.17,0.47,11.52,1.00
3.43,2.18,0.71,8.93,0.00
3.44,2.07,0.52,8.91,0.00
4.92,3.12,0.87,10.94,1.00
4.09,2.47,0.55,9.79,1.00
7.07,4.39,0.94,13.82,0.00
4.54,2.62,0.38,10.35,0.00
4.78,3.01,0.81,10.75,0.00
3.54,2.16,0.57,9.05,0.00
3.83,2.29,0.51,9.44,0.00
6.13,3.69,0.67,12.51,1.00
6.92,4.07,0.54,13.55,1.00
4.72,2.67,0.29,10.58,0.00
6.25,3.77,0.68,12.68,1.00
4.72,2.92,0.72,10.66,0.00
4.70,2.95,0.79,10.64,0.00
6.62,3.94,0.62,13.16,1.00
5.35,3.07,0.37,11.43,0.00
5.94,3.44,0.42,12.22,1.00
6.74,3.86,0.37,13.27,1.00
5.10,3.00,0.49,11.12,1.00
4.42,2.63,0.51,10.22,0.00
4.57,2.77,0.61,10.43,0.00
4.85,2.87,0.51,10.79,1.00
5.84,3.18,0.09,12.03,0.00
3.16,2.00,0.66,8.57,0.00
3.84,2.46,0.79,9.49,0.00
5.30,3.01,0.32,11.35,0.00
3.95,2.31,0.42,9.58,0.00
3.24,2.07,0.71,8.68,0.00
3.47,2.06,0.46,8.95,0.00
3.44,2.06,0.50,8.91,0.00
3.96,2.47,0.68,9.64,0.00
3.77,2.24,0.49,9.35,0.00
5.11,3.30,0.98,11.21,0.00
5.05,2.84,0.27,11.01,0.00
6.01,3.48,0.42,12.31,1.00
4.86,3.10,0.88,10.86,1.00
6.02,3.31,0.13,12.27,0.00
4.07,2.59,0.79,9.79,0.00
4.76,2.87,0.58,10.69,0.00
4.12,2.48,0.55,9.83,0.00
5.34,3.12,0.47,11.43,1.00
4.44,2.66,0.55,10.25,0.00
4.54,2.57,0.30,10.34,0.00
6.16,3.71,0.68,12.55,1.00
4.18,2.56,0.63,9.92,0.00
4.31,2.53,0.45,10.06,0.00
4.03,2.39,0.49,9.69,0.00
4.02,2.52,0.72,9.72,0.00
6.03,3.37,0.21,12.31,0.00
3.91,2.41,0.64,9.56,0.00
4.41,2.77,0.76,10.25,0.00
5.20,3.16,0.67,11.28,0.00
5.19,3.06,0.49,11.24,1.00
5.25,3.37,0.96,11.40,0.00
4.38,2.79,0.81,10.22,0.00
3.23,2.03,0.64,8.66,0.00
6.70,3.97,0.58,13.26,1.00
6.14,3.49,0.32,12.47,0.00
4.66,2.67,0.36,10.51,0.00
5.41,3.34,0.76,11.57,1.00
4.40,2.79,0.80,10.24,0.00
2.96,1.76,0.46,8.27,0.00
5.67,3.30,0.45,11.87,1.00
7.06,4.03,0.35,13.69,1.00
3.56,2.14,0.52,9.08,0.00
2.95,1.65,0.27,8.22,0.00
4.02,2.26,0.28,9.64,0.00
4.30,2.61,0.60,10.07,0.00
2.50,1.69,0.78,7.71,0.00
6.75,3.99,0.57,13.32,1.00
3.75,2.38,0.73,9.37,0.00
4.18,2.55,0.61,9.91,0.00
4.02,2.59,0.84,9.75,0.00
4.76,3.03,0.87,10.73,1.00
4.93,2.75,0.23,10.84,0.00
5.54,3.41,0.75,11.75,1.00
4.38,2.75,0.76,10.20,0.00
3.35,2.10,0.64,8.82,0.00
4.68,2.91,0.74,10.60,0.00
5.43,3.37,0.80,11.61,1.00
5.09,2.97,0.46,11.09,0.00
4.17,2.62,0.74,9.93,0.00
3.17,1.97,0.61,8.57,0.00
